permissions_count,data_collection_level,third_party_sharing,advertising_tracking,encryption,mfa,secure_server,data_deletion_option,privacy_score,risk_level,privacy_category
11,1,0,0,1,0,1,0,48.19,Medium,Moderately Secure
7,3,0,0,0,0,0,1,43.69,Medium,Moderately Secure
4,1,0,1,0,0,0,0,55.92,Low,Highly Secure
7,1,0,0,1,0,1,1,67.24,Low,Highly Secure
3,1,1,1,1,1,1,0,62.28,Low,Highly Secure
12,1,1,0,0,1,0,1,36.46,High,Privacy Risky
4,3,0,1,1,1,1,1,61.37,Low,Highly Secure
7,3,1,0,0,0,0,0,25.05,High,Privacy Risky
15,3,0,1,1,1,0,1,32.83,High,Privacy Risky
10,3,0,1,1,0,0,0,33.74,High,Privacy Risky
8,1,1,1,0,1,1,0,49.05,Medium,Moderately Secure
9,3,1,0,0,0,0,1,27.83,High,Privacy Risky
12,2,0,0,1,0,0,1,47.6,Medium,Moderately Secure
5,2,0,1,0,0,0,0,31.46,High,Privacy Risky
10,3,0,0,0,1,1,0,33.99,High,Privacy Risky
14,3,0,1,1,0,0,0,20.12,High,Privacy Risky
10,3,0,1,0,0,1,1,33.77,High,Privacy Risky
8,2,1,1,1,0,1,1,46.11,Medium,Moderately Secure
4,2,1,1,1,1,1,1,68.79,Low,Highly Secure
5,3,0,1,0,0,1,0,42.13,Medium,Moderately Secure
15,1,1,0,0,0,0,0,22.04,High,Privacy Risky
9,1,0,0,1,0,0,0,50.68,Medium,Moderately Secure
6,2,0,0,0,0,1,0,47.06,Medium,Moderately Secure
7,1,0,0,0,1,0,0,49.95,Medium,Moderately Secure
10,1,1,1,0,1,0,1,45.45,Medium,Moderately Secure
9,3,1,0,1,0,0,0,35.44,High,Privacy Risky
11,3,1,0,0,1,1,0,22.52,High,Privacy Risky
5,2,0,1,1,0,1,1,56.05,Low,Highly Secure
11,2,1,1,0,1,0,1,35.4,High,Privacy Risky
8,2,0,0,1,0,1,1,60.07,Low,Highly Secure
15,3,0,1,1,0,1,0,27.6,High,Privacy Risky
4,2,1,0,0,0,1,0,45.39,Medium,Moderately Secure
4,1,0,1,1,0,1,1,66.08,Low,Highly Secure
8,2,1,1,0,1,1,1,29.37,High,Privacy Risky
9,2,1,1,0,1,0,0,30.16,High,Privacy Risky
11,3,1,1,1,1,1,1,35.95,High,Privacy Risky
7,3,0,1,1,0,0,0,49.31,Medium,Moderately Secure
14,3,0,1,1,1,0,0,33.81,High,Privacy Risky
8,2,1,1,0,0,1,0,24.3,High,Privacy Risky
3,2,1,0,0,1,1,1,58.28,Low,Highly Secure
3,2,1,1,0,1,0,0,70.86,Low,Highly Secure
15,1,1,1,0,0,1,1,24.63,High,Privacy Risky
3,3,0,1,0,0,0,0,28.34,High,Privacy Risky
15,3,0,1,1,0,0,0,33.88,High,Privacy Risky
5,3,1,1,0,1,0,1,30.76,High,Privacy Risky
3,1,0,0,1,1,1,1,100.0,Low,Highly Secure
6,1,1,0,0,0,0,0,36.44,High,Privacy Risky
10,3,0,0,0,1,0,0,36.98,High,Privacy Risky
7,2,1,1,0,1,1,0,55.05,Low,Highly Secure
12,3,1,1,0,0,0,0,9.14,High,Privacy Risky
10,2,0,0,0,1,1,0,41.21,Medium,Moderately Secure
7,2,0,0,0,0,0,1,46.41,Medium,Moderately Secure
10,2,1,1,1,1,0,0,33.39,High,Privacy Risky
15,3,0,1,1,0,1,1,35.53,High,Privacy Risky
7,2,1,1,0,1,0,1,52.96,Low,Highly Secure
4,3,1,0,0,0,0,1,36.2,High,Privacy Risky
7,1,1,0,0,0,0,1,35.42,High,Privacy Risky
13,2,0,0,0,0,0,1,28.79,High,Privacy Risky
5,3,1,0,0,1,0,0,51.13,Medium,Moderately Secure
15,3,0,1,0,0,0,0,23.18,High,Privacy Risky
10,3,1,0,1,1,1,1,52.43,Low,Highly Secure
10,1,1,1,0,1,0,0,44.85,Medium,Moderately Secure
6,3,0,1,0,1,0,1,46.18,Medium,Moderately Secure
14,3,0,0,0,1,0,1,31.95,High,Privacy Risky
2,3,0,0,1,1,1,1,81.93,Low,Highly Secure
6,1,1,1,0,0,1,0,37.41,High,Privacy Risky
7,3,0,0,0,1,1,0,44.97,Medium,Moderately Secure
8,3,0,0,0,0,0,0,37.65,High,Privacy Risky
8,3,1,1,0,1,1,0,33.65,High,Privacy Risky
4,1,1,1,0,0,0,0,53.06,Low,Highly Secure
5,3,1,1,1,1,1,0,48.89,Medium,Moderately Secure
3,1,1,0,0,1,0,0,55.49,Low,Highly Secure
10,2,1,0,0,0,0,1,32.45,High,Privacy Risky
6,2,1,0,1,1,1,1,59.72,Low,Highly Secure
9,2,0,0,0,0,0,1,42.8,Medium,Moderately Secure
10,3,1,0,0,0,0,0,22.96,High,Privacy Risky
11,1,1,1,0,1,0,0,31.3,High,Privacy Risky
9,2,1,0,1,1,1,1,49.46,Medium,Moderately Secure
11,2,1,1,1,0,1,0,33.62,High,Privacy Risky
10,2,1,1,1,1,1,0,40.2,Medium,Moderately Secure
11,1,0,1,1,1,1,1,61.85,Low,Highly Secure
10,1,1,0,1,1,0,1,58.15,Low,Highly Secure
6,1,1,0,1,1,0,1,59.72,Low,Highly Secure
5,2,0,1,1,0,0,0,52.84,Low,Highly Secure
13,2,1,0,1,0,0,0,26.37,High,Privacy Risky
6,2,0,1,1,1,0,0,54.06,Low,Highly Secure
9,2,1,0,0,1,0,1,44.39,Medium,Moderately Secure
4,1,1,0,0,0,0,0,48.43,Medium,Moderately Secure
8,1,0,1,1,1,1,0,64.23,Low,Highly Secure
9,2,0,1,0,1,0,0,49.92,Medium,Moderately Secure
10,3,1,0,0,1,1,0,31.15,High,Privacy Risky
9,1,0,1,1,0,0,0,45.48,Medium,Moderately Secure
7,3,1,0,1,0,1,1,41.73,Medium,Moderately Secure
15,2,0,1,1,0,1,1,42.31,Medium,Moderately Secure
9,1,1,1,0,1,1,1,37.13,High,Privacy Risky
13,2,1,1,0,1,0,0,24.96,High,Privacy Risky
12,1,1,1,0,0,0,1,35.31,High,Privacy Risky
9,1,0,0,0,1,1,1,68.47,Low,Highly Secure
14,2,1,1,1,1,1,0,43.97,Medium,Moderately Secure
3,2,0,0,0,0,0,1,47.98,Medium,Moderately Secure
14,3,0,0,0,0,1,0,18.25,High,Privacy Risky
13,1,0,0,0,1,0,1,44.97,Medium,Moderately Secure
9,3,1,0,1,1,0,0,43.65,Medium,Moderately Secure
12,1,1,1,0,1,0,0,19.91,High,Privacy Risky
9,1,0,0,0,1,1,0,58.53,Low,Highly Secure
5,3,0,0,1,0,1,1,61.48,Low,Highly Secure
13,3,1,0,1,1,0,0,20.87,High,Privacy Risky
5,2,0,1,0,1,1,1,55.87,Low,Highly Secure
6,1,0,1,1,0,1,0,45.23,Medium,Moderately Secure
9,1,1,1,1,0,0,1,42.78,Medium,Moderately Secure
13,2,0,0,0,1,1,0,44.09,Medium,Moderately Secure
7,2,1,0,0,1,1,0,49.72,Medium,Moderately Secure
8,3,1,1,1,1,1,0,51.58,Medium,Moderately Secure
2,1,0,1,0,0,0,0,55.92,Low,Highly Secure
3,1,0,1,1,0,1,0,58.12,Low,Highly Secure
2,3,1,1,1,1,0,0,44.55,Medium,Moderately Secure
3,1,1,1,1,1,0,1,64.06,Low,Highly Secure
14,1,1,1,1,1,1,0,45.55,Medium,Moderately Secure
13,2,0,0,0,1,1,0,40.31,Medium,Moderately Secure
13,2,1,0,1,0,1,0,27.77,High,Privacy Risky
2,2,1,0,1,1,1,1,68.06,Low,Highly Secure
3,3,0,0,0,0,1,0,49.33,Medium,Moderately Secure
5,3,1,0,1,1,1,1,62.95,Low,Highly Secure
9,1,1,1,0,0,0,0,25.19,High,Privacy Risky
6,3,0,0,0,1,1,1,75.79,Low,Highly Secure
8,2,0,0,0,1,0,0,44.99,Medium,Moderately Secure
4,1,1,0,0,1,0,0,37.8,High,Privacy Risky
12,3,0,0,1,1,1,1,60.77,Low,Highly Secure
6,1,0,0,0,1,1,0,64.35,Low,Highly Secure
2,2,0,0,0,1,0,0,60.34,Low,Highly Secure
12,3,1,1,1,0,1,1,33.68,High,Privacy Risky
14,1,0,1,1,0,1,0,34.98,High,Privacy Risky
2,1,1,0,0,1,0,1,60.89,Low,Highly Secure
8,2,1,1,0,1,1,0,37.74,High,Privacy Risky
13,3,1,1,1,1,0,0,19.56,High,Privacy Risky
11,1,1,1,1,1,1,0,45.91,Medium,Moderately Secure
13,2,0,0,1,1,1,0,30.22,High,Privacy Risky
7,2,0,1,1,1,1,0,56.34,Low,Highly Secure
7,1,0,0,0,1,1,1,65.59,Low,Highly Secure
11,3,1,0,1,1,1,1,55.51,Low,Highly Secure
4,3,1,0,0,0,1,0,42.82,Medium,Moderately Secure
5,2,0,1,0,1,0,1,47.72,Medium,Moderately Secure
10,1,1,0,1,0,0,1,55.4,Low,Highly Secure
11,1,1,0,1,1,0,1,65.14,Low,Highly Secure
3,2,0,0,0,1,1,0,63.12,Low,Highly Secure
9,2,0,0,0,1,1,1,48.09,Medium,Moderately Secure
7,2,0,1,1,0,0,0,44.89,Medium,Moderately Secure
9,1,0,0,0,1,0,1,59.3,Low,Highly Secure
15,2,0,0,1,0,1,1,55.54,Low,Highly Secure
3,1,1,0,0,1,1,0,57.98,Low,Highly Secure
15,3,1,0,1,0,0,0,14.33,High,Privacy Risky
8,3,1,0,0,0,1,0,41.66,Medium,Moderately Secure
12,2,0,1,0,1,1,1,37.85,High,Privacy Risky
7,1,1,0,0,1,1,1,53.49,Low,Highly Secure
6,3,0,0,1,0,1,0,44.78,Medium,Moderately Secure
12,1,0,1,1,0,1,0,42.05,Medium,Moderately Secure
11,3,1,1,1,0,1,0,23.02,High,Privacy Risky
4,1,1,0,1,1,1,0,63.19,Low,Highly Secure
11,2,0,0,0,0,1,1,39.89,Medium,Moderately Secure
12,1,0,0,1,0,0,0,56.6,Low,Highly Secure
7,1,1,1,1,0,0,0,51.64,Medium,Moderately Secure
14,3,1,0,1,0,0,1,31.01,High,Privacy Risky
10,3,0,0,1,0,1,0,43.77,Medium,Moderately Secure
6,1,1,1,1,1,0,1,55.34,Low,Highly Secure
2,3,1,0,1,1,1,1,62.65,Low,Highly Secure
11,1,0,0,1,0,0,0,40.98,Medium,Moderately Secure
4,1,1,1,0,1,0,1,47.28,Medium,Moderately Secure
12,1,1,0,1,1,0,1,55.19,Low,Highly Secure
9,2,1,1,0,0,1,1,34.19,High,Privacy Risky
8,1,0,1,1,1,0,0,61.1,Low,Highly Secure
4,2,0,0,0,1,1,0,62.29,Low,Highly Secure
11,1,1,1,1,1,1,0,44.07,Medium,Moderately Secure
4,1,1,1,0,0,1,0,67.09,Low,Highly Secure
7,2,0,1,1,0,0,0,30.55,High,Privacy Risky
13,3,1,0,0,0,1,1,22.69,High,Privacy Risky
14,3,1,0,0,0,1,1,27.56,High,Privacy Risky
15,2,0,0,1,1,0,0,28.29,High,Privacy Risky
15,1,1,1,1,1,0,0,34.28,High,Privacy Risky
9,3,0,0,0,1,1,0,43.48,Medium,Moderately Secure
4,3,0,1,0,1,1,0,52.86,Low,Highly Secure
13,3,0,1,1,1,0,1,29.09,High,Privacy Risky
13,3,0,1,1,0,0,0,26.75,High,Privacy Risky
15,3,1,0,0,0,0,0,9.64,High,Privacy Risky
11,3,0,0,1,0,1,1,39.59,Medium,Moderately Secure
3,2,1,1,0,0,0,0,33.82,High,Privacy Risky
9,2,0,0,1,1,0,0,53.26,Low,Highly Secure
8,1,1,0,0,0,0,0,31.07,High,Privacy Risky
13,1,0,1,0,0,0,1,21.13,High,Privacy Risky
7,3,1,1,0,0,0,0,20.73,High,Privacy Risky
6,3,1,1,1,1,0,1,44.87,Medium,Moderately Secure
3,3,1,1,1,1,1,1,56.23,Low,Highly Secure
13,1,0,0,0,0,1,0,32.89,High,Privacy Risky
12,2,0,0,1,0,0,1,49.21,Medium,Moderately Secure
2,1,0,0,1,0,0,1,74.95,Low,Highly Secure
8,3,0,0,1,1,0,0,58.35,Low,Highly Secure
8,1,0,1,1,0,1,1,67.46,Low,Highly Secure
8,1,1,0,0,1,0,0,47.85,Medium,Moderately Secure
14,2,0,1,0,1,0,0,29.48,High,Privacy Risky
4,3,0,1,1,1,1,1,53.04,Low,Highly Secure
6,3,0,1,0,0,0,0,30.22,High,Privacy Risky
4,1,1,0,0,0,0,0,51.97,Low,Highly Secure
5,1,1,0,0,0,0,0,48.69,Medium,Moderately Secure
14,1,1,1,1,1,0,0,26.01,High,Privacy Risky
15,1,0,1,1,0,1,1,38.33,High,Privacy Risky
2,2,0,0,1,0,1,1,72.23,Low,Highly Secure
10,1,1,0,0,0,0,0,36.15,High,Privacy Risky
5,1,1,1,0,1,0,1,45.26,Medium,Moderately Secure
4,2,0,1,1,1,0,0,64.57,Low,Highly Secure
6,1,0,0,0,0,1,0,53.59,Low,Highly Secure
4,1,0,0,1,1,0,1,62.1,Low,Highly Secure
8,1,1,1,0,1,0,1,44.34,Medium,Moderately Secure
15,1,0,1,0,1,1,0,42.92,Medium,Moderately Secure
10,2,1,1,0,1,0,0,26.66,High,Privacy Risky
12,3,1,0,1,0,0,1,33.72,High,Privacy Risky
8,3,1,0,1,1,0,1,54.89,Low,Highly Secure
2,1,1,1,0,1,1,0,53.45,Low,Highly Secure
3,1,0,1,1,1,1,1,71.25,Low,Highly Secure
5,2,1,1,1,1,1,1,60.87,Low,Highly Secure
5,2,0,0,1,1,0,1,69.93,Low,Highly Secure
13,3,0,0,1,0,1,0,42.32,Medium,Moderately Secure
13,3,0,0,0,1,1,1,42.6,Medium,Moderately Secure
13,2,0,0,1,1,0,1,53.75,Low,Highly Secure
10,1,0,1,1,0,0,1,56.89,Low,Highly Secure
9,1,0,0,0,0,0,0,32.83,High,Privacy Risky
11,1,0,1,0,1,1,0,44.05,Medium,Moderately Secure
7,1,0,1,1,0,0,1,53.79,Low,Highly Secure
11,3,0,1,1,1,0,0,32.01,High,Privacy Risky
13,1,0,1,0,1,1,1,43.94,Medium,Moderately Secure
12,3,1,0,0,1,0,1,32.51,High,Privacy Risky
10,2,0,1,1,0,1,0,42.2,Medium,Moderately Secure
2,2,0,0,0,0,0,1,61.05,Low,Highly Secure
12,2,0,0,0,1,0,1,42.06,Medium,Moderately Secure
7,3,0,0,1,1,1,0,54.33,Low,Highly Secure
12,1,1,0,1,0,1,1,50.49,Medium,Moderately Secure
9,1,1,1,0,0,0,1,44.55,Medium,Moderately Secure
14,2,1,0,0,0,1,0,23.07,High,Privacy Risky
6,2,1,0,0,1,1,1,55.47,Low,Highly Secure
15,2,0,0,0,1,0,0,43.62,Medium,Moderately Secure
13,3,1,0,1,0,1,0,24.77,High,Privacy Risky
6,2,0,1,0,0,0,1,39.74,Medium,Moderately Secure
8,1,1,0,0,0,1,0,27.68,High,Privacy Risky
9,1,0,1,0,1,0,0,48.38,Medium,Moderately Secure
12,3,1,0,1,0,0,0,28.08,High,Privacy Risky
11,1,0,1,1,0,1,1,60.52,Low,Highly Secure
13,2,1,0,1,0,1,0,32.64,High,Privacy Risky
7,2,0,0,0,1,0,1,54.31,Low,Highly Secure
9,3,1,0,1,0,1,0,41.41,Medium,Moderately Secure
8,3,1,1,0,0,0,0,21.55,High,Privacy Risky
14,2,1,1,1,1,1,0,45.45,Medium,Moderately Secure
6,1,0,0,1,0,1,0,58.14,Low,Highly Secure
10,2,0,1,1,0,1,0,48.52,Medium,Moderately Secure
3,2,1,1,0,1,1,1,55.74,Low,Highly Secure
13,1,0,0,1,1,1,0,64.17,Low,Highly Secure
7,2,0,0,1,0,1,1,65.11,Low,Highly Secure
6,1,0,1,1,0,1,1,66.31,Low,Highly Secure
10,2,0,1,0,0,0,1,37.0,High,Privacy Risky
8,3,0,1,1,1,1,0,46.14,Medium,Moderately Secure
13,3,0,0,1,1,1,1,40.76,Medium,Moderately Secure
9,1,1,0,0,1,0,1,44.17,Medium,Moderately Secure
9,3,1,0,1,1,1,1,43.65,Medium,Moderately Secure
3,1,0,0,0,0,1,1,59.75,Low,Highly Secure
2,2,0,1,1,1,0,0,59.43,Low,Highly Secure
7,1,0,0,1,1,0,1,69.59,Low,Highly Secure
15,1,1,0,0,0,0,0,16.55,High,Privacy Risky
14,1,0,0,0,1,1,1,45.14,Medium,Moderately Secure
10,1,1,0,1,1,1,1,55.5,Low,Highly Secure
10,3,1,1,0,1,1,1,43.14,Medium,Moderately Secure
7,1,1,0,0,1,1,0,57.17,Low,Highly Secure
4,2,0,1,0,0,0,0,45.52,Medium,Moderately Secure
2,3,1,0,1,0,1,1,52.97,Low,Highly Secure
6,3,1,0,1,0,0,1,43.98,Medium,Moderately Secure
6,3,1,0,1,1,0,0,37.83,High,Privacy Risky
4,1,1,1,0,1,0,0,40.21,Medium,Moderately Secure
5,3,1,0,0,0,1,0,30.1,High,Privacy Risky
2,2,0,0,1,0,0,1,59.91,Low,Highly Secure
10,1,1,1,1,0,0,0,42.35,Medium,Moderately Secure
14,2,1,1,1,1,0,0,25.36,High,Privacy Risky
11,3,0,0,1,0,0,1,45.37,Medium,Moderately Secure
8,2,0,1,1,0,1,0,58.16,Low,Highly Secure
7,1,1,1,0,0,1,1,47.75,Medium,Moderately Secure
6,3,0,0,0,1,1,0,42.75,Medium,Moderately Secure
3,3,0,1,1,0,1,1,56.2,Low,Highly Secure
10,3,1,0,1,0,1,1,28.17,High,Privacy Risky
9,3,1,0,1,0,1,1,41.48,Medium,Moderately Secure
2,3,1,1,1,0,0,0,26.43,High,Privacy Risky
7,2,0,0,0,0,1,0,46.67,Medium,Moderately Secure
5,1,0,1,0,1,1,0,59.72,Low,Highly Secure
4,2,1,1,1,1,1,1,68.9,Low,Highly Secure
11,1,1,0,1,1,0,0,39.29,Medium,Moderately Secure
9,2,0,0,0,1,0,0,48.19,Medium,Moderately Secure
10,2,0,0,0,1,1,0,52.1,Low,Highly Secure
11,3,0,1,1,0,1,1,33.93,High,Privacy Risky
15,1,1,0,1,1,0,1,36.4,High,Privacy Risky
13,1,0,0,1,0,1,1,47.81,Medium,Moderately Secure
10,3,1,1,0,0,0,1,24.42,High,Privacy Risky
